# part, Chassis
# scenario, Step 4: Corner 2-3-5 @ 300.000m
# drop_mode, LTL
# drop_direction, Corner 2-3-5
# drop_height_m, 300.0000
# dims_mm, 1892, 1082, 35
# C1, 946.0, 541.0, 17.4
# C2, 946.0, -541.0, 17.4
# C3, -946.0, -541.0, 17.4
# C4, -946.0, 541.0, 17.4
# C5, 946.0, 541.0, -17.4
# C6, 946.0, -541.0, -17.4
# C7, -946.0, -541.0, -17.4
# C8, -946.0, 541.0, -17.4
Frame,Time,C1_X,C1_Y,C1_Z,C2_X,C2_Y,C2_Z,C3_X,C3_Y,C3_Z,C4_X,C4_Y,C4_Z,C5_X,C5_Y,C5_Z,C6_X,C6_Y,C6_Z,C7_X,C7_Y,C7_Z,C8_X,C8_Y,C8_Z
228,0.659000,-0.941210,0.054768,299.757889,-0.941341,0.019934,299.760025,-0.004815,0.084426,300.299193,-0.004946,0.049591,300.301328,0.006714,-0.048981,298.123772,0.006583,-0.083815,298.125907,0.943109,-0.019324,298.665075,0.942978,-0.054158,298.667211
229,0.661000,-0.941177,0.054732,299.746679,-0.941310,0.019897,299.748809,-0.004761,0.084262,300.287952,-0.004894,0.049427,300.290082,0.006682,-0.048809,298.112510,0.006549,-0.083644,298.114640,0.943098,-0.019279,298.653784,0.942965,-0.054114,298.655914
230,0.663000,-0.941144,0.054696,299.735443,-0.941278,0.019861,299.737568,-0.004706,0.084097,300.276686,-0.004840,0.049262,300.278811,0.006649,-0.048636,298.101223,0.006515,-0.083471,298.103348,0.943087,-0.019235,298.642466,0.942952,-0.054070,298.644591
231,0.665000,-0.941110,0.054659,299.724182,-0.941246,0.019824,299.726302,-0.004651,0.083931,300.265395,-0.004787,0.049095,300.267514,0.006616,-0.048461,298.089910,0.006480,-0.083297,298.092030,0.943075,-0.019190,298.631123,0.942939,-0.054025,298.633242
232,0.667000,-0.941077,0.054622,299.712897,-0.941214,0.019786,299.715011,-0.004595,0.083763,300.254078,-0.004733,0.048927,300.256192,0.006582,-0.048285,298.078572,0.006445,-0.083121,298.080686,0.943064,-0.019144,298.619754,0.942926,-0.053980,298.621868
233,0.669000,-0.941043,0.054584,299.701586,-0.941182,0.019748,299.703694,-0.004539,0.083594,300.242737,-0.004679,0.048758,300.244845,0.006549,-0.048108,298.067209,0.006410,-0.082944,298.069317,0.943052,-0.019098,298.608360,0.942913,-0.053934,298.610468
234,0.671000,-0.941009,0.054547,299.690251,-0.941150,0.019710,299.692353,-0.004483,0.083424,300.231370,-0.004624,0.048587,300.233472,0.006515,-0.047929,298.055821,0.006374,-0.082765,298.057923,0.943040,-0.019052,298.596940,0.942900,-0.053888,298.599042
235,0.673000,-0.940974,0.054509,299.678891,-0.941117,0.019672,299.680988,-0.004426,0.083252,300.219978,-0.004569,0.048415,300.222075,0.006481,-0.047749,298.044407,0.006338,-0.082585,298.046504,0.943029,-0.019006,298.585494,0.942886,-0.053842,298.587591
236,0.675000,-0.940940,0.054471,299.667506,-0.941084,0.019634,299.669597,-0.004369,0.083079,300.208561,-0.004513,0.048242,300.210652,0.006446,-0.047567,298.032968,0.006302,-0.082404,298.035060,0.943017,-0.018959,298.574023,0.942873,-0.053796,298.576115
237,0.677000,-0.940905,0.054432,299.656096,-0.941050,0.019595,299.658182,-0.004311,0.082905,300.197119,-0.004457,0.048067,300.199204,0.006411,-0.047384,298.021504,0.006266,-0.082221,298.023590,0.943005,-0.018911,298.562527,0.942859,-0.053749,298.564613
238,0.679000,-0.940870,0.054393,299.644662,-0.941017,0.019556,299.646742,-0.004253,0.082729,300.185652,-0.004400,0.047891,300.187732,0.006376,-0.047199,298.010016,0.006229,-0.082037,298.012095,0.942993,-0.018864,298.551006,0.942846,-0.053701,298.553086
239,0.681000,-0.940834,0.054354,299.633203,-0.940983,0.019516,299.635277,-0.004194,0.082552,300.174160,-0.004343,0.047714,300.176234,0.006341,-0.047013,297.998502,0.006192,-0.081851,298.000576,0.942981,-0.018815,298.539459,0.942832,-0.053653,298.541533
240,0.683000,-0.940798,0.054315,299.621720,-0.940949,0.019476,299.623788,-0.004135,0.082373,300.162644,-0.004286,0.047535,300.164712,0.006305,-0.046825,297.986963,0.006155,-0.081664,297.989031,0.942969,-0.018767,298.527888,0.942818,-0.053605,298.529956
241,0.685000,-0.940762,0.054275,299.610212,-0.940915,0.019436,299.612274,-0.004076,0.082193,300.151103,-0.004228,0.047354,300.153165,0.006270,-0.046636,297.975400,0.006117,-0.081475,297.977462,0.942956,-0.018718,298.516291,0.942804,-0.053557,298.518353
242,0.687000,-0.940726,0.054235,299.598680,-0.940880,0.019396,299.600737,-0.004016,0.082012,300.139537,-0.004170,0.047173,300.141594,0.006234,-0.046446,297.963812,0.006079,-0.081285,297.965868,0.942944,-0.018669,298.504669,0.942790,-0.053508,298.506725
243,0.689000,-0.940689,0.054194,299.587124,-0.940845,0.019355,299.589174,-0.003955,0.081829,300.127947,-0.004111,0.046990,300.129997,0.006197,-0.046254,297.952199,0.006041,-0.081093,297.954249,0.942931,-0.018619,298.493022,0.942775,-0.053459,298.495072
244,0.691000,-0.940653,0.054154,299.575544,-0.940810,0.019314,299.577588,-0.003894,0.081645,300.116332,-0.004052,0.046805,300.118376,0.006161,-0.046060,297.940562,0.006003,-0.080900,297.942606,0.942919,-0.018569,298.481350,0.942761,-0.053409,298.483395
245,0.693000,-0.940615,0.054113,299.563939,-0.940775,0.019273,299.565977,-0.003833,0.081459,300.104693,-0.003993,0.046619,300.106731,0.006124,-0.045865,297.928900,0.005964,-0.080705,297.930938,0.942906,-0.018519,298.469654,0.942747,-0.053359,298.471692
246,0.695000,-0.940578,0.054072,299.552310,-0.940739,0.019231,299.554342,-0.003771,0.081272,300.093029,-0.003933,0.046432,300.095061,0.006086,-0.045669,297.917213,0.005925,-0.080509,297.919245,0.942893,-0.018468,298.457932,0.942732,-0.053308,298.459964
247,0.697000,-0.940540,0.054030,299.540657,-0.940703,0.019189,299.542683,-0.003709,0.081084,300.081342,-0.003872,0.046243,300.083367,0.006049,-0.045471,297.905502,0.005886,-0.080311,297.907528,0.942880,-0.018417,298.446186,0.942717,-0.053257,298.448212
248,0.699000,-0.940502,0.053988,299.528981,-0.940667,0.019147,299.531000,-0.003646,0.080894,300.069629,-0.003811,0.046053,300.071649,0.006011,-0.045271,297.893767,0.005846,-0.080112,297.895786,0.942867,-0.018365,298.434416,0.942702,-0.053206,298.436435
249,0.701000,-0.940464,0.053946,299.517280,-0.940631,0.019104,299.519293,-0.003583,0.080703,300.057893,-0.003750,0.045861,300.059906,0.005973,-0.045070,297.882007,0.005807,-0.079911,297.884021,0.942854,-0.018313,298.422620,0.942687,-0.053155,298.424634
250,0.703000,-0.940426,0.053903,299.505556,-0.940594,0.019062,299.507562,-0.003520,0.080510,300.046132,-0.003688,0.045668,300.048139,0.005935,-0.044867,297.870224,0.005766,-0.079709,297.872231,0.942841,-0.018261,298.410801,0.942672,-0.053102,298.412807
251,0.705000,-0.940387,0.053861,299.493807,-0.940557,0.019018,299.495808,-0.003456,0.080316,300.034348,-0.003626,0.045474,300.036348,0.005896,-0.044663,297.858416,0.005726,-0.079505,297.860416,0.942827,-0.018208,298.398956,0.942657,-0.053050,298.400957
252,0.707000,-0.940348,0.053817,299.482035,-0.940520,0.018975,299.484029,-0.003391,0.080120,300.022539,-0.003563,0.045278,300.024533,0.005857,-0.044457,297.846584,0.005685,-0.079300,297.848578,0.942814,-0.018155,298.387088,0.942642,-0.052997,298.389082
253,0.709000,-0.940308,0.053774,299.470240,-0.940482,0.018931,299.472227,-0.003326,0.079923,300.010707,-0.003500,0.045080,300.012694,0.005818,-0.044250,297.834727,0.005644,-0.079093,297.836715,0.942800,-0.018101,298.375194,0.942626,-0.052944,298.377182
254,0.711000,-0.940268,0.053730,299.458420,-0.940444,0.018887,299.460401,-0.003260,0.079725,299.998850,-0.003436,0.044881,300.000831,0.005779,-0.044041,297.822847,0.005603,-0.078884,297.824828,0.942787,-0.018047,298.363277,0.942611,-0.052890,298.365258
255,0.713000,-0.940228,0.053686,299.446578,-0.940406,0.018843,299.448552,-0.003195,0.079524,299.986970,-0.003372,0.044681,299.988944,0.005739,-0.043831,297.810943,0.005561,-0.078674,297.812918,0.942773,-0.017992,298.351335,0.942595,-0.052836,298.353310
256,0.715000,-0.940188,0.053642,299.434711,-0.940368,0.018798,299.436679,-0.003128,0.079323,299.975066,-0.003308,0.044479,299.977034,0.005699,-0.043619,297.799015,0.005519,-0.078463,297.800983,0.942759,-0.017937,298.339370,0.942579,-0.052782,298.341338
257,0.717000,-0.940148,0.053597,299.422822,-0.940329,0.018753,299.424783,-0.003061,0.079120,299.963138,-0.003243,0.044276,299.965099,0.005659,-0.043405,297.787064,0.005477,-0.078249,297.789025,0.942745,-0.017882,298.327380,0.942563,-0.052727,298.329341
258,0.719000,-0.940107,0.053552,299.410909,-0.940291,0.018707,299.412863,-0.002994,0.078915,299.951187,-0.003178,0.044071,299.953141,0.005618,-0.043190,297.775088,0.005434,-0.078035,297.777043,0.942731,-0.017826,298.315366,0.942547,-0.052671,298.317320
259,0.721000,-0.940066,0.053507,299.398973,-0.940251,0.018661,299.400920,-0.002926,0.078709,299.939212,-0.003112,0.043864,299.941159,0.005577,-0.042973,297.763089,0.005392,-0.077818,297.765037,0.942717,-0.017770,298.303328,0.942531,-0.052615,298.305276
260,0.723000,-0.940024,0.053461,299.387013,-0.940212,0.018615,299.388954,-0.002858,0.078502,299.927213,-0.003045,0.043656,299.929154,0.005536,-0.042755,297.751066,0.005348,-0.077600,297.753007,0.942703,-0.017714,298.291266,0.942515,-0.052559,298.293207
261,0.725000,-0.939982,0.053415,299.375031,-0.940172,0.018569,299.376965,-0.002789,0.078293,299.915191,-0.002979,0.043447,299.917125,0.005495,-0.042535,297.739020,0.005305,-0.077381,297.740954,0.942688,-0.017657,298.279180,0.942499,-0.052503,298.281114
262,0.727000,-0.939940,0.053368,299.363025,-0.940132,0.018522,299.364952,-0.002720,0.078082,299.903146,-0.002911,0.043236,299.905073,0.005453,-0.042313,297.726950,0.005261,-0.077159,297.728877,0.942674,-0.017599,298.267071,0.942482,-0.052446,298.268998
263,0.729000,-0.939898,0.053322,299.350996,-0.940092,0.018475,299.352916,-0.002650,0.077870,299.891077,-0.002843,0.043024,299.892997,0.005411,-0.042090,297.714857,0.005217,-0.076937,297.716777,0.942659,-0.017542,298.254938,0.942465,-0.052388,298.256858
264,0.731000,-0.939855,0.053275,299.338945,-0.940051,0.018428,299.340858,-0.002579,0.077657,299.878985,-0.002775,0.042810,299.880898,0.005368,-0.041865,297.702740,0.005173,-0.076712,297.704654,0.942644,-0.017483,298.242781,0.942449,-0.052330,298.244694
265,0.733000,-0.939812,0.053227,299.326870,-0.940010,0.018380,299.328776,-0.002509,0.077442,299.866870,-0.002707,0.042594,299.868776,0.005326,-0.041639,297.690601,0.005128,-0.076486,297.692507,0.942630,-0.017425,298.230600,0.942432,-0.052272,298.232506
266,0.735000,-0.939769,0.053180,299.314773,-0.939969,0.018332,299.316672,-0.002438,0.077225,299.854731,-0.002637,0.042377,299.856630,0.005283,-0.041411,297.678437,0.005083,-0.076258,297.680336,0.942615,-0.017366,298.218396,0.942415,-0.052213,298.220295
267,0.737000,-0.939726,0.053132,299.302653,-0.939928,0.018284,299.304544,-0.002366,0.077007,299.842570,-0.002568,0.042159,299.844461,0.005240,-0.041181,297.666251,0.005038,-0.076029,297.668143,0.942600,-0.017306,298.206168,0.942397,-0.052154,298.208060
268,0.739000,-0.939682,0.053083,299.290510,-0.939886,0.018235,299.292394,-0.002294,0.076787,299.830385,-0.002498,0.041938,299.832270,0.005196,-0.040950,297.654042,0.004992,-0.075798,297.655926,0.942584,-0.017246,298.193917,0.942380,-0.052094,298.195802
269,0.741000,-0.939638,0.053035,299.278344,-0.939844,0.018186,299.280222,-0.002221,0.076566,299.818177,-0.002427,0.041717,299.820055,0.005152,-0.040717,297.641809,0.004946,-0.075565,297.643687,0.942569,-0.017186,298.181643,0.942363,-0.052034,298.183520
270,0.743000,-0.939593,0.052986,299.266156,-0.939802,0.018136,299.268026,-0.002148,0.076343,299.805947,-0.002356,0.041493,299.807817,0.005108,-0.040482,297.629554,0.004900,-0.075331,297.631424,0.942554,-0.017125,298.169345,0.942345,-0.051974,298.171215
271,0.745000,-0.939549,0.052936,299.253946,-0.939759,0.018087,299.255808,-0.002074,0.076118,299.793694,-0.002285,0.041269,299.795556,0.005064,-0.040245,297.617275,0.004853,-0.075095,297.619138,0.942538,-0.017063,298.157024,0.942328,-0.051913,298.158886
272,0.747000,-0.939503,0.052887,299.241712,-0.939716,0.018037,299.243568,-0.002000,0.075892,299.781418,-0.002213,0.041042,299.783273,0.005019,-0.040007,297.604974,0.004806,-0.074857,297.606829,0.942523,-0.017002,298.144679,0.942310,-0.051852,298.146534
273,0.749000,-0.939458,0.052836,299.229457,-0.939673,0.017986,299.231305,-0.001925,0.075665,299.769119,-0.002140,0.040814,299.770966,0.004974,-0.039768,297.592650,0.004759,-0.074618,297.594498,0.942507,-0.016940,298.132312,0.942292,-0.051790,298.134160
274,0.751000,-0.939412,0.052786,299.217179,-0.939630,0.017935,299.219019,-0.001850,0.075435,299.756797,-0.002067,0.040585,299.758637,0.004928,-0.039526,297.580303,0.004711,-0.074377,297.582143,0.942491,-0.016877,298.119921,0.942274,-0.051728,298.121761
275,0.753000,-0.939366,0.052735,299.204879,-0.939586,0.017884,299.206712,-0.001774,0.075205,299.744453,-0.001994,0.040354,299.746286,0.004883,-0.039283,297.567934,0.004663,-0.074134,297.569766,0.942475,-0.016814,298.107508,0.942256,-0.051665,298.109340
276,0.755000,-0.939320,0.052684,299.192557,-0.939542,0.017833,299.194382,-0.001698,0.074972,299.732086,-0.001920,0.040121,299.733911,0.004837,-0.039038,297.555542,0.004615,-0.073890,297.557367,0.942459,-0.016750,298.095071,0.942237,-0.051602,298.096896
277,0.757000,-0.939273,0.052633,299.180212,-0.939497,0.017781,299.182030,-0.001621,0.074738,299.719697,-0.001845,0.039886,299.721514,0.004791,-0.038792,297.543127,0.004567,-0.073644,297.544944,0.942443,-0.016686,298.082612,0.942219,-0.051538,298.084429
278,0.759000,-0.939227,0.052581,299.167846,-0.939453,0.017729,299.169655,-0.001544,0.074503,299.707286,-0.001770,0.039650,299.709095,0.004744,-0.038544,297.530690,0.004518,-0.073396,297.532499,0.942426,-0.016622,298.070130,0.942200,-0.051474,298.071939
279,0.761000,-0.939179,0.052529,299.155457,-0.939408,0.017676,299.157259,-0.001466,0.074266,299.694852,-0.001695,0.039413,299.696653,0.004697,-0.038294,297.518230,0.004469,-0.073146,297.520032,0.942410,-0.016557,298.057625,0.942181,-0.051410,298.059426
280,0.763000,-0.939132,0.052476,299.143047,-0.939363,0.017623,299.144841,-0.001388,0.074027,299.682395,-0.001619,0.039174,299.684189,0.004650,-0.038042,297.505748,0.004419,-0.072895,297.507542,0.942393,-0.016492,298.045097,0.942163,-0.051345,298.046891
281,0.765000,-0.939084,0.052424,299.130615,-0.939317,0.017570,299.132400,-0.001310,0.073786,299.669917,-0.001543,0.038933,299.671703,0.004602,-0.037789,297.493244,0.004369,-0.072642,297.495030,0.942377,-0.016426,298.032546,0.942144,-0.051279,298.034332
282,0.767000,-0.939036,0.052370,299.118160,-0.939271,0.017517,299.119938,-0.001230,0.073544,299.657416,-0.001466,0.038690,299.659194,0.004555,-0.037533,297.480717,0.004319,-0.072387,297.482495,0.942360,-0.016360,298.019973,0.942124,-0.051214,298.021751
283,0.769000,-0.938987,0.052317,299.105684,-0.939225,0.017463,299.107454,-0.001151,0.073300,299.644893,-0.001388,0.038446,299.646663,0.004506,-0.037276,297.468169,0.004269,-0.072131,297.469939,0.942343,-0.016293,298.007378,0.942105,-0.051147,298.009148
284,0.771000,-0.938938,0.052263,299.093187,-0.939178,0.017408,299.094948,-0.001070,0.073055,299.632348,-0.001310,0.038200,299.634110,0.004458,-0.037018,297.455598,0.004218,-0.071872,297.457360,0.942326,-0.016226,297.994759,0.942086,-0.051080,297.996521
285,0.773000,-0.938889,0.052209,299.080667,-0.939132,0.017354,299.082421,-0.000989,0.072808,299.619781,-0.001232,0.037953,299.621535,0.004409,-0.036757,297.443005,0.004167,-0.071612,297.444759,0.942309,-0.016158,297.982119,0.942066,-0.051013,297.983873
286,0.775000,-0.938840,0.052154,299.068126,-0.939085,0.017299,299.069872,-0.000908,0.072559,299.607192,-0.001153,0.037704,299.608938,0.004360,-0.036495,297.430390,0.004115,-0.071351,297.432136,0.942292,-0.016090,297.969456,0.942047,-0.050945,297.971202
287,0.777000,-0.938790,0.052099,299.055564,-0.939037,0.017243,299.057301,-0.000826,0.072309,299.594581,-0.001074,0.037453,299.596319,0.004311,-0.036231,297.417753,0.004063,-0.071087,297.419491,0.942274,-0.016021,297.956771,0.942027,-0.050877,297.958508
288,0.779000,-0.938740,0.052044,299.042980,-0.938990,0.017188,299.044709,-0.000744,0.072057,299.581949,-0.000994,0.037201,299.583678,0.004261,-0.035966,297.405094,0.004011,-0.070822,297.406824,0.942257,-0.015952,297.944063,0.942007,-0.050809,297.945793
289,0.781000,-0.938689,0.051988,299.030374,-0.938942,0.017132,299.032095,-0.000661,0.071803,299.569294,-0.000913,0.036947,299.571015,0.004211,-0.035698,297.392414,0.003959,-0.070555,297.394135,0.942239,-0.015883,297.931334,0.941987,-0.050740,297.933055
290,0.783000,-0.938639,0.051932,299.017748,-0.938893,0.017075,299.019460,-0.000578,0.071548,299.556618,-0.000833,0.036691,299.558330,0.004161,-0.035429,297.379712,0.003906,-0.070286,297.381424,0.942221,-0.015813,297.918582,0.941966,-0.050670,297.920294
291,0.785000,-0.938587,0.051876,299.005100,-0.938845,0.017018,299.006803,-0.000494,0.071291,299.543920,-0.000751,0.036433,299.545624,0.004110,-0.035158,297.366988,0.003853,-0.070015,297.368691,0.942203,-0.015742,297.905808,0.941946,-0.050600,297.907512
292,0.787000,-0.938536,0.051819,298.992430,-0.938796,0.016961,298.994126,-0.000410,0.071032,299.531201,-0.000669,0.036174,299.532896,0.004059,-0.034885,297.354242,0.003799,-0.069743,297.355937,0.942185,-0.015672,297.893012,0.941926,-0.050529,297.894708
293,0.789000,-0.938484,0.051762,298.979740,-0.938747,0.016904,298.981427,-0.000325,0.070772,299.518460,-0.000587,0.035913,299.520147,0.004008,-0.034610,297.341475,0.003745,-0.069468,297.343161,0.942167,-0.015600,297.880194,0.941905,-0.050458,297.881881
294,0.791000,-0.938432,0.051704,298.967028,-0.938697,0.016846,298.968707,-0.000239,0.070510,299.505697,-0.000504,0.035651,299.507375,0.003956,-0.034333,297.328686,0.003691,-0.069192,297.330364,0.942149,-0.015528,297.867355,0.941884,-0.050387,297.869033
295,0.793000,-0.938380,0.051646,298.954296,-0.938647,0.016787,298.955965,-0.000153,0.070246,299.492913,-0.000421,0.035387,299.494583,0.003904,-0.034055,297.315876,0.003636,-0.068914,297.317545,0.942131,-0.015456,297.854493,0.941863,-0.050315,297.856163
296,0.795000,-0.938327,0.051588,298.941542,-0.938597,0.016729,298.943203,-0.000067,0.069980,299.480108,-0.000337,0.035121,299.481769,0.003852,-0.033775,297.303044,0.003582,-0.068634,297.304705,0.942112,-0.015383,297.841610,0.941842,-0.050242,297.843271
297,0.797000,-0.938274,0.051529,298.928768,-0.938547,0.016670,298.930420,0.000021,0.069713,299.467281,-0.000252,0.034853,299.468934,0.003799,-0.033493,297.290191,0.003526,-0.068353,297.291843,0.942093,-0.015310,297.828705,0.941821,-0.050169,297.830357
298,0.799000,-0.938221,0.051470,298.915973,-0.938496,0.016610,298.917616,0.000108,0.069444,299.454434,-0.000167,0.034584,299.456077,0.003746,-0.033209,297.277317,0.003471,-0.068069,297.278960,0.942075,-0.015236,297.815778,0.941799,-0.050096,297.817421
299,0.801000,-0.938167,0.051411,298.903156,-0.938445,0.016550,298.904791,0.000196,0.069173,299.441565,-0.000082,0.034312,299.443199,0.003693,-0.032923,297.264421,0.003415,-0.067784,297.266056,0.942056,-0.015161,297.802830,0.941778,-0.050022,297.804464
300,0.803000,-0.938113,0.051351,298.890320,-0.938393,0.016490,298.891945,0.000285,0.068901,299.428674,0.000004,0.034040,299.430300,0.003639,-0.032636,297.251505,0.003359,-0.067497,297.253130,0.942037,-0.015087,297.789860,0.941756,-0.049948,297.791485
301,0.805000,-0.938058,0.051291,298.877462,-0.938341,0.016430,298.879078,0.000374,0.068626,299.415763,0.000091,0.033765,299.417380,0.003585,-0.032346,297.238567,0.003302,-0.067208,297.240184,0.942018,-0.015011,297.776868,0.941734,-0.049873,297.778485
302,0.807000,-0.938004,0.051231,298.864584,-0.938289,0.016369,298.866191,0.000464,0.068350,299.402831,0.000178,0.033488,299.404438,0.003531,-0.032055,297.225609,0.003245,-0.066917,297.227216,0.941998,-0.014936,297.763856,0.941712,-0.049797,297.765463
303,0.809000,-0.937948,0.051170,298.851685,-0.938237,0.016308,298.853283,0.000554,0.068073,299.389878,0.000266,0.033210,299.391476,0.003476,-0.031762,297.212629,0.003188,-0.066624,297.214227,0.941979,-0.014859,297.750821,0.941690,-0.049721,297.752420
304,0.811000,-0.937893,0.051108,298.838766,-0.938184,0.016246,298.840355,0.000645,0.067793,299.376904,0.000354,0.032930,299.378493,0.003421,-0.031467,297.199628,0.003130,-0.066330,297.201217,0.941959,-0.014782,297.737766,0.941668,-0.049645,297.739355
305,0.813000,-0.937837,0.051047,298.825826,-0.938131,0.016184,298.827406,0.000736,0.067512,299.363909,0.000442,0.032649,299.365488,0.003366,-0.031170,297.186607,0.003072,-0.066033,297.188187,0.941940,-0.014705,297.724689,0.941646,-0.049568,297.726269
306,0.815000,-0.937781,0.050985,298.812866,-0.938078,0.016121,298.814437,0.000828,0.067229,299.350893,0.000531,0.032365,299.352463,0.003310,-0.030871,297.173565,0.003014,-0.065735,297.175135,0.941920,-0.014627,297.711591,0.941623,-0.049491,297.713162
307,0.817000,-0.937725,0.050922,298.799886,-0.938024,0.016058,298.801447,0.000921,0.066944,299.337857,0.000621,0.032080,299.339418,0.003255,-0.030571,297.160502,0.002955,-0.065434,297.162063,0.941900,-0.014549,297.698472,0.941600,-0.049413,297.700033
308,0.819000,-0.937668,0.050859,298.786886,-0.937970,0.015995,298.788437,0.001014,0.066657,299.324799,0.000711,0.031793,299.326351,0.003198,-0.030268,297.147418,0.002896,-0.065132,297.148970,0.941880,-0.014470,297.685332,0.941577,-0.049334,297.686884
309,0.821000,-0.937611,0.050796,298.773865,-0.937916,0.015932,298.775407,0.001107,0.066369,299.311722,0.000802,0.031504,299.313264,0.003142,-0.029964,297.134314,0.002836,-0.064828,297.135856,0.941860,-0.014391,297.672171,0.941554,-0.049256,297.673713
310,0.823000,-0.937553,0.050733,298.760824,-0.937861,0.015868,298.762357,0.001201,0.066079,299.298623,0.000893,0.031214,299.300156,0.003085,-0.029657,297.121189,0.002777,-0.064522,297.122722,0.941839,-0.014311,297.658989,0.941531,-0.049176,297.660521
311,0.825000,-0.937495,0.050669,298.747763,-0.937806,0.015803,298.749286,0.001296,0.065787,299.285505,0.000985,0.030921,299.287028,0.003027,-0.029349,297.108044,0.002716,-0.064214,297.109567,0.941819,-0.014231,297.645786,0.941508,-0.049096,297.647309
312,0.827000,-0.937437,0.050604,298.734682,-0.937751,0.015738,298.736195,0.001391,0.065493,299.272365,0.001077,0.030627,299.273879,0.002970,-0.029039,297.094878,0.002656,-0.063904,297.096392,0.941798,-0.014150,297.632562,0.941484,-0.049016,297.634075
313,0.829000,-0.937379,0.050539,298.721581,-0.937695,0.015673,298.723085,0.001487,0.065197,299.259206,0.001170,0.030331,299.260709,0.002912,-0.028726,297.081692,0.002595,-0.063593,297.083196,0.941778,-0.014069,297.619317,0.941461,-0.048935,297.620821
314,0.831000,-0.937320,0.050474,298.708460,-0.937640,0.015608,298.709954,0.001583,0.064900,299.246026,0.001264,0.030033,299.247520,0.002854,-0.028412,297.068486,0.002534,-0.063279,297.069980,0.941757,-0.013987,297.606052,0.941437,-0.048853,297.607546
315,0.833000,-0.937261,0.050409,298.695319,-0.937583,0.015542,298.696804,0.001680,0.064600,299.232826,0.001357,0.029734,299.234310,0.002795,-0.028096,297.055260,0.002472,-0.062963,297.056744,0.941736,-0.013904,297.592766,0.941413,-0.048771,297.594250
316,0.835000,-0.937201,0.050343,298.682159,-0.937527,0.015475,298.683633,0.001777,0.064299,299.219605,0.001452,0.029432,299.221079,0.002736,-0.027778,297.042013,0.002410,-0.062646,297.043487,0.941714,-0.013822,297.579459,0.941389,-0.048689,297.580933
317,0.837000,-0.937141,0.050276,298.668979,-0.937470,0.015409,298.670443,0.001875,0.063996,299.206365,0.001547,0.029129,299.207829,0.002677,-0.027458,297.028746,0.002348,-0.062326,297.030210,0.941693,-0.013738,297.566132,0.941365,-0.048606,297.567596
318,0.839000,-0.937081,0.050209,298.655779,-0.937412,0.015341,298.657233,0.001974,0.063692,299.193104,0.001642,0.028824,299.194558,0.002617,-0.027136,297.015459,0.002285,-0.062004,297.016913,0.941672,-0.013654,297.552784,0.941340,-0.048522,297.554238
319,0.841000,-0.937020,0.050142,298.642559,-0.937355,0.015274,298.644004,0.002073,0.063385,299.179823,0.001739,0.028516,299.181267,0.002557,-0.026812,297.002152,0.002222,-0.061681,297.003596,0.941650,-0.013570,297.539416,0.941316,-0.048438,297.540860
320,0.843000,-0.936959,0.050075,298.629320,-0.937297,0.015206,298.630754,0.002173,0.063076,299.166523,0.001835,0.028208,299.167957,0.002497,-0.026487,296.988825,0.002159,-0.061355,296.990259,0.941629,-0.013485,297.526027,0.941291,-0.048354,297.527461
321,0.845000,-0.936898,0.050007,298.616062,-0.937239,0.015137,298.617486,0.002273,0.062766,299.153202,0.001932,0.027897,299.154626,0.002436,-0.026159,296.975478,0.002095,-0.061028,296.976902,0.941607,-0.013399,297.512618,0.941266,-0.048269,297.514042
322,0.847000,-0.936836,0.049938,298.602784,-0.937180,0.015069,298.604198,0.002374,0.062454,299.139861,0.002030,0.027584,299.141275,0.002375,-0.025829,296.962112,0.002031,-0.060699,296.963525,0.941585,-0.013313,297.499189,0.941241,-0.048183,297.500603
323,0.849000,-0.936774,0.049869,298.589487,-0.937121,0.014999,298.590890,0.002475,0.062140,299.126501,0.002128,0.027270,299.127904,0.002313,-0.025497,296.948725,0.001967,-0.060367,296.950129,0.941563,-0.013227,297.485740,0.941216,-0.048097,297.487143
324,0.851000,-0.936712,0.049800,298.576170,-0.937062,0.014930,298.577563,0.002577,0.061824,299.113121,0.002227,0.026953,299.114514,0.002252,-0.025163,296.935319,0.001902,-0.060034,296.936712,0.941540,-0.013140,297.472270,0.941190,-0.048010,297.473663
325,0.853000,-0.936649,0.049731,298.562834,-0.937002,0.014860,298.564217,0.002679,0.061506,299.099721,0.002326,0.026635,299.101104,0.002190,-0.024827,296.921893,0.001837,-0.059698,296.923276,0.941518,-0.013052,297.458780,0.941165,-0.047923,297.460163
326,0.855000,-0.936586,0.049661,298.549479,-0.936942,0.014789,298.550851,0.002782,0.061186,299.086302,0.002426,0.026315,299.087674,0.002127,-0.024489,296.908448,0.001771,-0.059361,296.909820,0.941495,-0.012964,297.445271,0.941139,-0.047835,297.446643
327,0.857000,-0.936522,0.049590,298.536105,-0.936882,0.014718,298.537467,0.002886,0.060864,299.072863,0.002527,0.025993,299.074224,0.002064,-0.024150,296.894983,0.001705,-0.059021,296.896345,0.941473,-0.012875,297.431741,0.941113,-0.047747,297.433102
328,0.859000,-0.936459,0.049519,298.522712,-0.936821,0.014647,298.524063,0.002990,0.060541,299.059404,0.002627,0.025669,299.060755,0.002001,-0.023808,296.881499,0.001639,-0.058680,296.882850,0.941450,-0.012786,297.418191,0.941087,-0.047658,297.419542
