Frame,Time,C5_pos_X,C6_pos_X,C7_pos_X,C8_pos_X,C5_pos_Y,C6_pos_Y,C7_pos_Y,C8_pos_Y,C5_pos_Z,C6_pos_Z,C7_pos_Z,C8_pos_Z
188,0.450000,1.036928,0.000273,-0.001418,1.035238,-0.112549,-0.181630,-0.004497,0.064585,0.607760,0.007282,-0.010178,0.590299
189,0.452400,1.036952,0.000302,-0.001407,1.035243,-0.112264,-0.181657,-0.004529,0.064863,0.607544,0.007092,-0.010427,0.590025
190,0.454800,1.036977,0.000331,-0.001398,1.035248,-0.111977,-0.181688,-0.004567,0.065145,0.607304,0.006883,-0.010696,0.589725
191,0.457200,1.037003,0.000358,-0.001392,1.035254,-0.111696,-0.181732,-0.004617,0.065420,0.607046,0.006663,-0.010977,0.589406
192,0.459600,1.037028,0.000378,-0.001392,1.035258,-0.111405,-0.181758,-0.004649,0.065704,0.606763,0.006425,-0.011275,0.589064
193,0.462000,1.037051,0.000396,-0.001391,1.035265,-0.111141,-0.181800,-0.004697,0.065962,0.606496,0.006202,-0.011559,0.588735
194,0.464400,1.037075,0.000409,-0.001399,1.035267,-0.110848,-0.181843,-0.004746,0.066249,0.606205,0.005970,-0.011854,0.588382
195,0.466800,1.037103,0.000427,-0.001401,1.035275,-0.110565,-0.181891,-0.004802,0.066525,0.605912,0.005733,-0.012154,0.588025
196,0.469200,1.037131,0.000439,-0.001412,1.035280,-0.110272,-0.181945,-0.004862,0.066811,0.605605,0.005494,-0.012458,0.587653
197,0.471600,1.037160,0.000452,-0.001421,1.035287,-0.109985,-0.182006,-0.004930,0.067091,0.605303,0.005263,-0.012755,0.587286
198,0.474000,1.037190,0.000466,-0.001428,1.035296,-0.109707,-0.182073,-0.005004,0.067362,0.605004,0.005032,-0.013053,0.586920
199,0.476400,1.037217,0.000472,-0.001445,1.035300,-0.109410,-0.182127,-0.005065,0.067652,0.604700,0.004807,-0.013343,0.586549
200,0.478800,1.037246,0.000483,-0.001453,1.035310,-0.109139,-0.182199,-0.005144,0.067915,0.604415,0.004595,-0.013624,0.586196
201,0.481200,1.037273,0.000487,-0.001474,1.035313,-0.108837,-0.182268,-0.005220,0.068210,0.604129,0.004394,-0.013894,0.585841
202,0.483600,1.037299,0.000492,-0.001489,1.035318,-0.108552,-0.182326,-0.005286,0.068488,0.603864,0.004208,-0.014147,0.585509
203,0.486000,1.037324,0.000494,-0.001511,1.035320,-0.108251,-0.182392,-0.005360,0.068781,0.603608,0.004037,-0.014387,0.585184
204,0.488400,1.037351,0.000499,-0.001527,1.035325,-0.107959,-0.182457,-0.005432,0.069066,0.603373,0.003883,-0.014611,0.584879
205,0.490800,1.037380,0.000507,-0.001543,1.035330,-0.107659,-0.182529,-0.005512,0.069359,0.603151,0.003743,-0.014821,0.584587
206,0.493200,1.037409,0.000518,-0.001555,1.035336,-0.107365,-0.182605,-0.005595,0.069645,0.602951,0.003621,-0.015015,0.584315
207,0.495600,1.037435,0.000526,-0.001572,1.035337,-0.107052,-0.182678,-0.005676,0.069950,0.602765,0.003515,-0.015193,0.584057
208,0.498000,1.037460,0.000533,-0.001588,1.035338,-0.106743,-0.182747,-0.005753,0.070251,0.602597,0.003425,-0.015355,0.583817
209,0.500400,1.037484,0.000542,-0.001603,1.035339,-0.106435,-0.182820,-0.005834,0.070551,0.602446,0.003349,-0.015504,0.583593
210,0.502800,1.037508,0.000552,-0.001619,1.035337,-0.106111,-0.182896,-0.005918,0.070867,0.602311,0.003290,-0.015637,0.583385
211,0.505200,1.037532,0.000563,-0.001634,1.035335,-0.105786,-0.182968,-0.005999,0.071183,0.602193,0.003245,-0.015756,0.583193
212,0.507600,1.037553,0.000572,-0.001650,1.035331,-0.105461,-0.183038,-0.006076,0.071501,0.602088,0.003213,-0.015863,0.583013
213,0.510000,1.037575,0.000581,-0.001668,1.035326,-0.105127,-0.183106,-0.006153,0.071825,0.601995,0.003194,-0.015956,0.582846
214,0.512400,1.037596,0.000591,-0.001684,1.035322,-0.104793,-0.183173,-0.006229,0.072151,0.601917,0.003188,-0.016036,0.582693
215,0.514800,1.037618,0.000601,-0.001699,1.035317,-0.104457,-0.183240,-0.006304,0.072478,0.601851,0.003194,-0.016105,0.582552
216,0.517200,1.037639,0.000612,-0.001716,1.035312,-0.104114,-0.183307,-0.006380,0.072813,0.601796,0.003212,-0.016163,0.582421
217,0.519600,1.037660,0.000623,-0.001732,1.035305,-0.103767,-0.183374,-0.006455,0.073151,0.601753,0.003240,-0.016210,0.582302
218,0.522000,1.037681,0.000635,-0.001748,1.035299,-0.103417,-0.183441,-0.006531,0.073492,0.601720,0.003279,-0.016248,0.582192
219,0.524400,1.037703,0.000648,-0.001762,1.035292,-0.103064,-0.183507,-0.006607,0.073837,0.601698,0.003328,-0.016277,0.582093
220,0.526800,1.037724,0.000662,-0.001777,1.035285,-0.102706,-0.183574,-0.006682,0.074185,0.601684,0.003385,-0.016297,0.582002
221,0.529200,1.037746,0.000676,-0.001791,1.035278,-0.102346,-0.183640,-0.006757,0.074537,0.601679,0.003449,-0.016310,0.581919
222,0.531600,1.037767,0.000692,-0.001803,1.035272,-0.101983,-0.183705,-0.006831,0.074891,0.601682,0.003521,-0.016317,0.581844
223,0.534000,1.037789,0.000709,-0.001815,1.035265,-0.101616,-0.183768,-0.006904,0.075248,0.601692,0.003599,-0.016317,0.581777
224,0.536400,1.037811,0.000727,-0.001827,1.035258,-0.101246,-0.183831,-0.006976,0.075609,0.601709,0.003683,-0.016311,0.581715
225,0.538800,1.037833,0.000744,-0.001839,1.035250,-0.100873,-0.183893,-0.007047,0.075972,0.601731,0.003773,-0.016300,0.581658
226,0.541200,1.037854,0.000761,-0.001851,1.035242,-0.100498,-0.183954,-0.007118,0.076338,0.601758,0.003867,-0.016285,0.581606
227,0.543600,1.037876,0.000779,-0.001863,1.035234,-0.100122,-0.184015,-0.007188,0.076705,0.601789,0.003966,-0.016265,0.581557
228,0.546000,1.037898,0.000797,-0.001874,1.035226,-0.099743,-0.184076,-0.007259,0.077075,0.601823,0.004069,-0.016242,0.581512
229,0.548400,1.037920,0.000816,-0.001885,1.035218,-0.099359,-0.184136,-0.007329,0.077448,0.601861,0.004174,-0.016217,0.581469
230,0.550800,1.037942,0.000835,-0.001896,1.035210,-0.098974,-0.184196,-0.007399,0.077824,0.601900,0.004282,-0.016190,0.581428
231,0.553200,1.037964,0.000855,-0.001907,1.035202,-0.098586,-0.184256,-0.007468,0.078202,0.601940,0.004390,-0.016162,0.581387
232,0.555600,1.037986,0.000875,-0.001917,1.035194,-0.098196,-0.184315,-0.007537,0.078582,0.601981,0.004500,-0.016134,0.581347
233,0.558000,1.038009,0.000895,-0.001927,1.035186,-0.097803,-0.184373,-0.007605,0.078965,0.602023,0.004610,-0.016105,0.581307
234,0.560400,1.038031,0.000916,-0.001937,1.035178,-0.097407,-0.184431,-0.007673,0.079351,0.602064,0.004721,-0.016076,0.581267
235,0.562800,1.038054,0.000937,-0.001947,1.035170,-0.097009,-0.184489,-0.007741,0.079738,0.602105,0.004832,-0.016048,0.581225
236,0.565200,1.038077,0.000958,-0.001957,1.035162,-0.096610,-0.184546,-0.007809,0.080128,0.602145,0.004941,-0.016021,0.581183
237,0.567600,1.038099,0.000979,-0.001967,1.035153,-0.096208,-0.184604,-0.007877,0.080519,0.602183,0.005050,-0.015994,0.581138
238,0.570000,1.038122,0.001000,-0.001977,1.035145,-0.095804,-0.184661,-0.007945,0.080913,0.602220,0.005158,-0.015970,0.581092
239,0.572400,1.038145,0.001022,-0.001987,1.035136,-0.095397,-0.184719,-0.008013,0.081309,0.602255,0.005265,-0.015946,0.581043
240,0.574800,1.038168,0.001043,-0.001998,1.035127,-0.094988,-0.184777,-0.008082,0.081707,0.602287,0.005370,-0.015925,0.580991
241,0.577200,1.038191,0.001065,-0.002008,1.035119,-0.094577,-0.184836,-0.008151,0.082108,0.602317,0.005474,-0.015906,0.580937
242,0.579600,1.038215,0.001086,-0.002019,1.035110,-0.094163,-0.184894,-0.008221,0.082510,0.602345,0.005577,-0.015888,0.580880
243,0.582000,1.038238,0.001108,-0.002029,1.035101,-0.093747,-0.184953,-0.008291,0.082915,0.602371,0.005678,-0.015873,0.580821
244,0.584400,1.038262,0.001130,-0.002040,1.035092,-0.093329,-0.185013,-0.008361,0.083323,0.602394,0.005777,-0.015859,0.580758
245,0.586800,1.038286,0.001153,-0.002050,1.035083,-0.092908,-0.185072,-0.008431,0.083732,0.602415,0.005874,-0.015848,0.580693
246,0.589200,1.038310,0.001175,-0.002061,1.035074,-0.092485,-0.185132,-0.008503,0.084144,0.602433,0.005970,-0.015839,0.580624
247,0.591600,1.038334,0.001198,-0.002071,1.035065,-0.092060,-0.185192,-0.008574,0.084558,0.602448,0.006064,-0.015832,0.580552
248,0.594000,1.038359,0.001221,-0.002082,1.035056,-0.091632,-0.185253,-0.008647,0.084975,0.602461,0.006156,-0.015828,0.580477
249,0.596400,1.038384,0.001244,-0.002092,1.035047,-0.091202,-0.185314,-0.008720,0.085393,0.602471,0.006246,-0.015825,0.580399
250,0.598800,1.038409,0.001267,-0.002103,1.035039,-0.090769,-0.185376,-0.008793,0.085814,0.602478,0.006335,-0.015825,0.580318
251,0.601200,1.038434,0.001291,-0.002114,1.035030,-0.090335,-0.185439,-0.008868,0.086236,0.602483,0.006423,-0.015826,0.580234
252,0.603600,1.038460,0.001314,-0.002125,1.035021,-0.089898,-0.185502,-0.008943,0.086662,0.602485,0.006509,-0.015830,0.580147
253,0.606000,1.038486,0.001338,-0.002136,1.035012,-0.089458,-0.185566,-0.009019,0.087089,0.602486,0.006593,-0.015835,0.580057
254,0.608400,1.038512,0.001362,-0.002147,1.035003,-0.089016,-0.185630,-0.009095,0.087519,0.602484,0.006677,-0.015842,0.579965
255,0.610800,1.038538,0.001386,-0.002158,1.034994,-0.088571,-0.185696,-0.009173,0.087952,0.602480,0.006759,-0.015850,0.579870
256,0.613200,1.038565,0.001411,-0.002169,1.034985,-0.088123,-0.185761,-0.009251,0.088387,0.602474,0.006841,-0.015860,0.579772
257,0.615600,1.038592,0.001435,-0.002180,1.034976,-0.087674,-0.185827,-0.009330,0.088824,0.602466,0.006922,-0.015871,0.579673
258,0.618000,1.038619,0.001460,-0.002191,1.034968,-0.087222,-0.185894,-0.009409,0.089263,0.602457,0.007002,-0.015884,0.579571
259,0.620400,1.038646,0.001486,-0.002201,1.034959,-0.086767,-0.185961,-0.009489,0.089705,0.602446,0.007081,-0.015897,0.579467
260,0.622800,1.038674,0.001511,-0.002212,1.034950,-0.086310,-0.186029,-0.009570,0.090149,0.602433,0.007160,-0.015912,0.579361
261,0.625200,1.038702,0.001537,-0.002223,1.034942,-0.085850,-0.186098,-0.009652,0.090596,0.602419,0.007239,-0.015928,0.579253
262,0.627600,1.038730,0.001563,-0.002234,1.034933,-0.085388,-0.186167,-0.009734,0.091044,0.602404,0.007317,-0.015944,0.579143
263,0.630000,1.038758,0.001589,-0.002245,1.034924,-0.084924,-0.186236,-0.009817,0.091495,0.602388,0.007395,-0.015961,0.579031
264,0.632400,1.038787,0.001616,-0.002256,1.034916,-0.084457,-0.186307,-0.009901,0.091949,0.602370,0.007473,-0.015979,0.578918
265,0.634800,1.038816,0.001642,-0.002266,1.034907,-0.083988,-0.186378,-0.009985,0.092405,0.602351,0.007551,-0.015997,0.578802
266,0.637200,1.038845,0.001669,-0.002277,1.034899,-0.083515,-0.186449,-0.010071,0.092863,0.602331,0.007629,-0.016017,0.578685
267,0.639600,1.038875,0.001696,-0.002288,1.034890,-0.083041,-0.186521,-0.010157,0.093324,0.602309,0.007707,-0.016036,0.578566
268,0.642000,1.038905,0.001723,-0.002299,1.034882,-0.082564,-0.186594,-0.010244,0.093787,0.602287,0.007784,-0.016057,0.578446
269,0.644400,1.038934,0.001751,-0.002311,1.034873,-0.082084,-0.186667,-0.010331,0.094252,0.602263,0.007862,-0.016077,0.578324
270,0.646800,1.038964,0.001778,-0.002322,1.034864,-0.081601,-0.186741,-0.010420,0.094720,0.602238,0.007940,-0.016098,0.578200
271,0.649200,1.038995,0.001806,-0.002333,1.034856,-0.081116,-0.186816,-0.010509,0.095191,0.602212,0.008018,-0.016120,0.578074
272,0.651600,1.039025,0.001833,-0.002345,1.034847,-0.080629,-0.186891,-0.010598,0.095664,0.602185,0.008096,-0.016142,0.577947
273,0.654000,1.039056,0.001861,-0.002356,1.034838,-0.080138,-0.186967,-0.010689,0.096139,0.602157,0.008174,-0.016165,0.577818
274,0.656400,1.039086,0.001889,-0.002368,1.034829,-0.079645,-0.187043,-0.010780,0.096617,0.602128,0.008253,-0.016188,0.577687
275,0.658800,1.039117,0.001917,-0.002380,1.034820,-0.079150,-0.187120,-0.010872,0.097098,0.602097,0.008332,-0.016211,0.577555
276,0.661200,1.039149,0.001945,-0.002392,1.034811,-0.078651,-0.187197,-0.010965,0.097581,0.602066,0.008411,-0.016235,0.577421
277,0.663600,1.039180,0.001973,-0.002404,1.034802,-0.078150,-0.187276,-0.011059,0.098067,0.602034,0.008490,-0.016258,0.577285
278,0.666000,1.039211,0.002001,-0.002417,1.034793,-0.077646,-0.187354,-0.011153,0.098555,0.602000,0.008570,-0.016283,0.577148
279,0.668400,1.039243,0.002030,-0.002429,1.034784,-0.077139,-0.187434,-0.011248,0.099046,0.601966,0.008650,-0.016307,0.577009
280,0.670800,1.039275,0.002058,-0.002442,1.034775,-0.076630,-0.187514,-0.011344,0.099540,0.601930,0.008731,-0.016331,0.576869
281,0.673200,1.039307,0.002087,-0.002455,1.034765,-0.076117,-0.187594,-0.011441,0.100036,0.601894,0.008812,-0.016356,0.576727
282,0.675600,1.039339,0.002115,-0.002468,1.034756,-0.075602,-0.187675,-0.011538,0.100535,0.601857,0.008893,-0.016381,0.576583
283,0.678000,1.039371,0.002144,-0.002481,1.034746,-0.075083,-0.187757,-0.011637,0.101037,0.601819,0.008975,-0.016406,0.576438
284,0.680400,1.039404,0.002173,-0.002495,1.034737,-0.074562,-0.187840,-0.011736,0.101542,0.601780,0.009058,-0.016430,0.576292
285,0.682800,1.039437,0.002202,-0.002508,1.034727,-0.074037,-0.187922,-0.011835,0.102050,0.601740,0.009141,-0.016455,0.576144
286,0.685200,1.039470,0.002231,-0.002522,1.034717,-0.073510,-0.188006,-0.011936,0.102560,0.601699,0.009225,-0.016480,0.575994
287,0.687600,1.039503,0.002260,-0.002536,1.034707,-0.072980,-0.188090,-0.012037,0.103073,0.601658,0.009310,-0.016505,0.575843
288,0.690000,1.039536,0.002289,-0.002550,1.034697,-0.072446,-0.188175,-0.012140,0.103589,0.601616,0.009395,-0.016530,0.575691
289,0.692400,1.039569,0.002319,-0.002564,1.034687,-0.071910,-0.188261,-0.012243,0.104108,0.601573,0.009481,-0.016555,0.575537
290,0.694800,1.039603,0.002348,-0.002578,1.034677,-0.071371,-0.188346,-0.012346,0.104630,0.601530,0.009568,-0.016579,0.575383
291,0.697200,1.039637,0.002378,-0.002592,1.034667,-0.070828,-0.188433,-0.012451,0.105154,0.601485,0.009655,-0.016604,0.575226
292,0.699600,1.039671,0.002408,-0.002607,1.034657,-0.070282,-0.188520,-0.012556,0.105682,0.601440,0.009744,-0.016628,0.575068
293,0.702000,1.039705,0.002438,-0.002621,1.034646,-0.069733,-0.188608,-0.012662,0.106213,0.601394,0.009833,-0.016653,0.574909
294,0.704400,1.039740,0.002468,-0.002636,1.034636,-0.069180,-0.188697,-0.012769,0.106747,0.601348,0.009923,-0.016677,0.574748
295,0.706800,1.039775,0.002499,-0.002651,1.034625,-0.068625,-0.188786,-0.012877,0.107284,0.601300,0.010014,-0.016701,0.574586
296,0.709200,1.039810,0.002529,-0.002666,1.034615,-0.068066,-0.188875,-0.012986,0.107824,0.601252,0.010105,-0.016725,0.574422
297,0.711600,1.039845,0.002560,-0.002681,1.034604,-0.067504,-0.188966,-0.013095,0.108367,0.601203,0.010198,-0.016748,0.574257
298,0.714000,1.039880,0.002591,-0.002696,1.034593,-0.066938,-0.189056,-0.013205,0.108913,0.601153,0.010291,-0.016772,0.574090
299,0.716400,1.039916,0.002622,-0.002711,1.034583,-0.066370,-0.189148,-0.013316,0.109462,0.601102,0.010385,-0.016796,0.573922
300,0.718800,1.039952,0.002654,-0.002726,1.034572,-0.065798,-0.189240,-0.013428,0.110014,0.601051,0.010479,-0.016819,0.573752
301,0.721200,1.039988,0.002686,-0.002742,1.034561,-0.065222,-0.189332,-0.013540,0.110570,0.600998,0.010575,-0.016843,0.573580
302,0.723600,1.040025,0.002718,-0.002757,1.034550,-0.064643,-0.189426,-0.013654,0.111128,0.600945,0.010671,-0.016867,0.573408
303,0.726000,1.040061,0.002750,-0.002772,1.034539,-0.064061,-0.189519,-0.013768,0.111691,0.600891,0.010767,-0.016890,0.573233
304,0.728400,1.040098,0.002783,-0.002787,1.034528,-0.063475,-0.189614,-0.013883,0.112256,0.600836,0.010865,-0.016914,0.573057
305,0.730800,1.040135,0.002815,-0.002803,1.034517,-0.062886,-0.189709,-0.013999,0.112824,0.600780,0.010963,-0.016938,0.572879
306,0.733200,1.040172,0.002848,-0.002818,1.034506,-0.062293,-0.189805,-0.014116,0.113396,0.600723,0.011062,-0.016961,0.572699
307,0.735600,1.040210,0.002882,-0.002834,1.034495,-0.061697,-0.189901,-0.014233,0.113971,0.600665,0.011162,-0.016985,0.572518
308,0.738000,1.040248,0.002915,-0.002849,1.034483,-0.061096,-0.189998,-0.014352,0.114550,0.600606,0.011263,-0.017008,0.572335
309,0.740400,1.040286,0.002949,-0.002865,1.034472,-0.060493,-0.190096,-0.014471,0.115131,0.600546,0.011364,-0.017031,0.572151
310,0.742800,1.040324,0.002983,-0.002881,1.034460,-0.059886,-0.190194,-0.014592,0.115717,0.600486,0.011467,-0.017055,0.571965
311,0.745200,1.040362,0.003017,-0.002897,1.034448,-0.059275,-0.190293,-0.014713,0.116305,0.600424,0.011570,-0.017078,0.571777
312,0.747600,1.040401,0.003052,-0.002913,1.034436,-0.058660,-0.190392,-0.014835,0.116897,0.600362,0.011674,-0.017101,0.571587
313,0.750000,1.040439,0.003087,-0.002929,1.034424,-0.058042,-0.190493,-0.014958,0.117493,0.600299,0.011779,-0.017124,0.571396
314,0.752400,1.040478,0.003122,-0.002945,1.034412,-0.057420,-0.190595,-0.015083,0.118092,0.600234,0.011885,-0.017146,0.571203
315,0.754800,1.040518,0.003157,-0.002961,1.034399,-0.056794,-0.190698,-0.015209,0.118695,0.600169,0.011992,-0.017169,0.571008
316,0.757200,1.040557,0.003193,-0.002978,1.034387,-0.056164,-0.190802,-0.015337,0.119300,0.600103,0.012100,-0.017191,0.570812
317,0.759600,1.040597,0.003228,-0.002994,1.034374,-0.055531,-0.190907,-0.015466,0.119910,0.600036,0.012209,-0.017214,0.570614
318,0.762000,1.040636,0.003265,-0.003011,1.034361,-0.054895,-0.191014,-0.015597,0.120522,0.599968,0.012319,-0.017236,0.570413
319,0.764400,1.040676,0.003301,-0.003027,1.034348,-0.054254,-0.191122,-0.015729,0.121138,0.599899,0.012430,-0.017257,0.570211
320,0.766800,1.040717,0.003338,-0.003044,1.034335,-0.053610,-0.191231,-0.015863,0.121758,0.599829,0.012542,-0.017279,0.570007
321,0.769200,1.040757,0.003375,-0.003061,1.034321,-0.052962,-0.191342,-0.015999,0.122381,0.599758,0.012655,-0.017301,0.569801
322,0.771600,1.040798,0.003412,-0.003078,1.034308,-0.052310,-0.191454,-0.016136,0.123008,0.599685,0.012770,-0.017323,0.569593
323,0.774000,1.040839,0.003450,-0.003095,1.034294,-0.051655,-0.191568,-0.016276,0.123638,0.599612,0.012885,-0.017344,0.569383
324,0.776400,1.040880,0.003488,-0.003112,1.034280,-0.050995,-0.191684,-0.016417,0.124271,0.599537,0.013001,-0.017366,0.569170
325,0.778800,1.040922,0.003526,-0.003129,1.034266,-0.050332,-0.191801,-0.016560,0.124908,0.599461,0.013118,-0.017387,0.568956
326,0.781200,1.040963,0.003565,-0.003147,1.034252,-0.049665,-0.191919,-0.016705,0.125549,0.599384,0.013236,-0.017408,0.568739
327,0.783600,1.041005,0.003604,-0.003164,1.034237,-0.048994,-0.192039,-0.016852,0.126193,0.599305,0.013356,-0.017430,0.568520
328,0.786000,1.041047,0.003643,-0.003181,1.034223,-0.048319,-0.192161,-0.017001,0.126840,0.599225,0.013476,-0.017451,0.568299
329,0.788400,1.041090,0.003683,-0.003199,1.034208,-0.047641,-0.192284,-0.017152,0.127491,0.599144,0.013597,-0.017472,0.568075
330,0.790800,1.041132,0.003723,-0.003217,1.034193,-0.046958,-0.192409,-0.017305,0.128146,0.599062,0.013719,-0.017493,0.567849
331,0.793200,1.041175,0.003763,-0.003235,1.034177,-0.046272,-0.192536,-0.017459,0.128805,0.598978,0.013842,-0.017514,0.567621
332,0.795600,1.041218,0.003804,-0.003253,1.034162,-0.045581,-0.192664,-0.017616,0.129467,0.598892,0.013967,-0.017535,0.567390
333,0.798000,1.041261,0.003845,-0.003271,1.034146,-0.044887,-0.192794,-0.017774,0.130132,0.598805,0.014092,-0.017557,0.567157
334,0.800400,1.041305,0.003886,-0.003289,1.034130,-0.044188,-0.192925,-0.017935,0.130802,0.598717,0.014218,-0.017578,0.566921
335,0.802800,1.041349,0.003927,-0.003307,1.034115,-0.043486,-0.193059,-0.018098,0.131475,0.598627,0.014345,-0.017599,0.566683
336,0.805200,1.041393,0.003969,-0.003325,1.034098,-0.042780,-0.193193,-0.018262,0.132151,0.598535,0.014473,-0.017620,0.566442
337,0.807600,1.041437,0.004012,-0.003343,1.034082,-0.042069,-0.193330,-0.018429,0.132832,0.598442,0.014602,-0.017641,0.566198
338,0.810000,1.041482,0.004055,-0.003362,1.034066,-0.041354,-0.193468,-0.018598,0.133516,0.598347,0.014733,-0.017662,0.565952
339,0.812400,1.041527,0.004099,-0.003380,1.034049,-0.040636,-0.193612,-0.018773,0.134203,0.598251,0.014864,-0.017684,0.565703
340,0.814800,1.041573,0.004143,-0.003398,1.034032,-0.039915,-0.193766,-0.018958,0.134893,0.598152,0.014997,-0.017706,0.565449
341,0.817200,1.041619,0.004189,-0.003416,1.034014,-0.039190,-0.193924,-0.019148,0.135585,0.598052,0.015132,-0.017727,0.565193
342,0.819600,1.041665,0.004235,-0.003434,1.033997,-0.038462,-0.194086,-0.019343,0.136281,0.597951,0.015269,-0.017748,0.564934
343,0.822000,1.041712,0.004281,-0.003452,1.033979,-0.037730,-0.194253,-0.019543,0.136979,0.597848,0.015407,-0.017769,0.564672
344,0.824400,1.041760,0.004329,-0.003470,1.033961,-0.036995,-0.194424,-0.019748,0.137682,0.597744,0.015547,-0.017789,0.564408
345,0.826800,1.041807,0.004376,-0.003488,1.033943,-0.036256,-0.194598,-0.019955,0.138386,0.597639,0.015689,-0.017809,0.564140
346,0.829200,1.041855,0.004425,-0.003506,1.033924,-0.035513,-0.194775,-0.020167,0.139095,0.597531,0.015832,-0.017829,0.563870
347,0.831600,1.041903,0.004474,-0.003524,1.033906,-0.034767,-0.194955,-0.020381,0.139807,0.597423,0.015977,-0.017848,0.563598
348,0.834000,1.041952,0.004523,-0.003542,1.033887,-0.034015,-0.195138,-0.020600,0.140523,0.597313,0.016123,-0.017867,0.563322
349,0.836400,1.042001,0.004573,-0.003560,1.033868,-0.033260,-0.195324,-0.020821,0.141243,0.597201,0.016272,-0.017886,0.563044
350,0.838800,1.042050,0.004623,-0.003578,1.033848,-0.032500,-0.195512,-0.021046,0.141967,0.597088,0.016421,-0.017904,0.562762
351,0.841200,1.042099,0.004674,-0.003597,1.033828,-0.031736,-0.195703,-0.021273,0.142694,0.596973,0.016573,-0.017922,0.562478
352,0.843600,1.042148,0.004725,-0.003615,1.033808,-0.030968,-0.195895,-0.021503,0.143425,0.596857,0.016726,-0.017939,0.562192
353,0.846000,1.042198,0.004776,-0.003634,1.033788,-0.030195,-0.196090,-0.021735,0.144160,0.596739,0.016881,-0.017955,0.561903
354,0.848400,1.042248,0.004828,-0.003652,1.033768,-0.029417,-0.196287,-0.021970,0.144900,0.596620,0.017038,-0.017970,0.561611
355,0.850800,1.042298,0.004881,-0.003670,1.033747,-0.028635,-0.196486,-0.022207,0.145643,0.596500,0.017197,-0.017985,0.561317
356,0.853200,1.042349,0.004934,-0.003689,1.033726,-0.027849,-0.196686,-0.022447,0.146391,0.596378,0.017358,-0.017999,0.561021
357,0.855600,1.042400,0.004987,-0.003708,1.033705,-0.027057,-0.196888,-0.022688,0.147143,0.596255,0.017521,-0.018012,0.560721
358,0.858000,1.042451,0.005041,-0.003726,1.033684,-0.026261,-0.197092,-0.022931,0.147899,0.596130,0.017686,-0.018025,0.560420
359,0.860400,1.042502,0.005096,-0.003745,1.033662,-0.025460,-0.197297,-0.023177,0.148660,0.596004,0.017852,-0.018037,0.560115
360,0.862800,1.042554,0.005150,-0.003764,1.033640,-0.024654,-0.197504,-0.023425,0.149425,0.595876,0.018021,-0.018048,0.559808
361,0.865200,1.042606,0.005206,-0.003782,1.033618,-0.023843,-0.197713,-0.023675,0.150195,0.595747,0.018191,-0.018058,0.559498
362,0.867600,1.042658,0.005262,-0.003801,1.033595,-0.023027,-0.197923,-0.023927,0.150969,0.595617,0.018364,-0.018067,0.559186
363,0.870000,1.042710,0.005318,-0.003820,1.033572,-0.022206,-0.198135,-0.024181,0.151748,0.595484,0.018538,-0.018075,0.558871
364,0.872400,1.042762,0.005374,-0.003839,1.033549,-0.021380,-0.198348,-0.024437,0.152531,0.595351,0.018715,-0.018083,0.558553
365,0.874800,1.042815,0.005432,-0.003858,1.033525,-0.020548,-0.198563,-0.024695,0.153319,0.595215,0.018893,-0.018090,0.558232
366,0.877200,1.042868,0.005489,-0.003877,1.033502,-0.019712,-0.198778,-0.024955,0.154112,0.595078,0.019074,-0.018096,0.557908
367,0.879600,1.042921,0.005547,-0.003896,1.033477,-0.018871,-0.198996,-0.025216,0.154909,0.594939,0.019256,-0.018101,0.557582
368,0.882000,1.042974,0.005606,-0.003915,1.033453,-0.018024,-0.199214,-0.025480,0.155711,0.594798,0.019440,-0.018105,0.557253
369,0.884400,1.043027,0.005665,-0.003935,1.033428,-0.017171,-0.199434,-0.025745,0.156518,0.594656,0.019627,-0.018109,0.556921
370,0.886800,1.043081,0.005724,-0.003954,1.033403,-0.016313,-0.199655,-0.026012,0.157330,0.594512,0.019815,-0.018111,0.556585
371,0.889200,1.043135,0.005784,-0.003974,1.033377,-0.015450,-0.199878,-0.026281,0.158146,0.594366,0.020006,-0.018113,0.556247
372,0.891600,1.043189,0.005844,-0.003993,1.033352,-0.014582,-0.200102,-0.026552,0.158968,0.594218,0.020199,-0.018114,0.555906
373,0.894000,1.043243,0.005905,-0.004013,1.033325,-0.013707,-0.200327,-0.026825,0.159795,0.594068,0.020393,-0.018113,0.555562
374,0.896400,1.043298,0.005967,-0.004032,1.033299,-0.012828,-0.200553,-0.027100,0.160626,0.593917,0.020590,-0.018112,0.555214
375,0.898800,1.043352,0.006028,-0.004052,1.033272,-0.011942,-0.200781,-0.027376,0.161463,0.593763,0.020789,-0.018111,0.554863
376,0.901200,1.043407,0.006091,-0.004072,1.033244,-0.011051,-0.201010,-0.027655,0.162304,0.593607,0.020990,-0.018108,0.554509
377,0.903600,1.043462,0.006154,-0.004092,1.033217,-0.010155,-0.201240,-0.027935,0.163151,0.593450,0.021193,-0.018104,0.554152
378,0.906000,1.043518,0.006217,-0.004112,1.033188,-0.009252,-0.201472,-0.028217,0.164002,0.593290,0.021398,-0.018100,0.553791
379,0.908400,1.043573,0.006281,-0.004132,1.033160,-0.008344,-0.201704,-0.028501,0.164859,0.593127,0.021606,-0.018094,0.553427
